file_name,emotion,intensity,statement,repetition,actor,emotion_str,train
03-01-05-01-01-01-09.wav,4,1,1,1,9,angry,True
03-01-05-02-02-01-09.wav,4,2,2,1,9,angry,True
03-01-06-01-01-02-09.wav,5,1,1,2,9,fearful,False
03-01-05-02-02-02-09.wav,4,2,2,2,9,angry,True
03-01-05-01-02-01-09.wav,4,1,2,1,9,angry,True
03-01-05-02-01-02-09.wav,4,2,1,2,9,angry,True
03-01-06-01-02-01-09.wav,5,1,2,1,9,fearful,True
03-01-05-01-01-02-09.wav,4,1,1,2,9,angry,False
03-01-05-01-02-02-09.wav,4,1,2,2,9,angry,True
03-01-04-02-02-02-09.wav,3,2,2,2,9,sad,False
03-01-06-02-02-01-09.wav,5,2,2,1,9,fearful,True
03-01-07-01-01-01-09.wav,6,1,1,1,9,disgust,True
03-01-06-02-01-02-09.wav,5,2,1,2,9,fearful,False
03-01-07-01-02-02-09.wav,6,1,2,2,9,disgust,True
03-01-06-02-01-01-09.wav,5,2,1,1,9,fearful,True
03-01-07-02-02-01-09.wav,6,2,2,1,9,disgust,True
03-01-07-02-01-02-09.wav,6,2,1,2,9,disgust,True
03-01-07-02-01-01-09.wav,6,2,1,1,9,disgust,True
03-01-07-02-02-02-09.wav,6,2,2,2,9,disgust,True
03-01-06-01-02-02-09.wav,5,1,2,2,9,fearful,True
03-01-07-01-02-01-09.wav,6,1,2,1,9,disgust,True
03-01-08-01-01-01-09.wav,7,1,1,1,9,surprise,True
03-01-07-01-01-02-09.wav,6,1,1,2,9,disgust,True
03-01-06-02-02-02-09.wav,5,2,2,2,9,fearful,True
03-01-08-02-02-01-09.wav,7,2,2,1,9,surprise,True
03-01-08-01-01-02-09.wav,7,1,1,2,9,surprise,False
03-01-08-02-01-02-09.wav,7,2,1,2,9,surprise,True
03-01-08-02-01-01-09.wav,7,2,1,1,9,surprise,True
03-01-08-02-02-02-09.wav,7,2,2,2,9,surprise,False
03-01-08-01-02-01-09.wav,7,1,2,1,9,surprise,False
03-01-08-01-02-02-09.wav,7,1,2,2,9,surprise,False
03-01-01-01-01-01-10.wav,0,1,1,1,10,neutral,True
03-01-01-01-01-02-10.wav,0,1,1,2,10,neutral,True
03-01-02-01-01-02-10.wav,1,1,1,2,10,calm,True
03-01-02-02-02-01-10.wav,1,2,2,1,10,calm,True
03-01-02-01-01-01-10.wav,1,1,1,1,10,calm,True
03-01-02-01-02-02-10.wav,1,1,2,2,10,calm,True
03-01-02-02-01-01-10.wav,1,2,1,1,10,calm,True
03-01-02-02-02-02-10.wav,1,2,2,2,10,calm,True
03-01-02-01-02-01-10.wav,1,1,2,1,10,calm,False
03-01-03-01-01-01-10.wav,2,1,1,1,10,happy,True
03-01-01-01-02-02-10.wav,0,1,2,2,10,neutral,True
03-01-03-01-01-02-10.wav,2,1,1,2,10,happy,True
03-01-02-02-01-02-10.wav,1,2,1,2,10,calm,False
03-01-01-01-02-01-10.wav,0,1,2,1,10,neutral,True
03-01-04-01-02-02-10.wav,3,1,2,2,10,sad,False
03-01-04-02-02-02-10.wav,3,2,2,2,10,sad,True
03-01-03-01-02-01-10.wav,2,1,2,1,10,happy,True
03-01-04-01-01-01-10.wav,3,1,1,1,10,sad,False
03-01-04-02-02-01-10.wav,3,2,2,1,10,sad,True
03-01-04-01-01-02-10.wav,3,1,1,2,10,sad,True
03-01-03-02-02-02-10.wav,2,2,2,2,10,happy,True
03-01-03-02-02-01-10.wav,2,2,2,1,10,happy,True
03-01-04-01-02-01-10.wav,3,1,2,1,10,sad,True
03-01-04-02-01-02-10.wav,3,2,1,2,10,sad,True
03-01-03-01-02-02-10.wav,2,1,2,2,10,happy,False
03-01-04-02-01-01-10.wav,3,2,1,1,10,sad,True
03-01-03-02-01-01-10.wav,2,2,1,1,10,happy,True
03-01-03-02-01-02-10.wav,2,2,1,2,10,happy,False
03-01-05-01-01-01-10.wav,4,1,1,1,10,angry,True
03-01-05-01-01-02-10.wav,4,1,1,2,10,angry,True
03-01-05-01-02-02-10.wav,4,1,2,2,10,angry,True
03-01-06-01-01-01-10.wav,5,1,1,1,10,fearful,True
03-01-05-01-02-01-10.wav,4,1,2,1,10,angry,True
03-01-06-01-02-01-10.wav,5,1,2,1,10,fearful,True
03-01-05-02-01-01-10.wav,4,2,1,1,10,angry,True
03-01-05-02-02-01-10.wav,4,2,2,1,10,angry,True
03-01-06-01-02-02-10.wav,5,1,2,2,10,fearful,True
03-01-05-02-01-02-10.wav,4,2,1,2,10,angry,True
03-01-06-01-01-02-10.wav,5,1,1,2,10,fearful,False
03-01-05-02-02-02-10.wav,4,2,2,2,10,angry,True
03-01-06-02-01-01-10.wav,5,2,1,1,10,fearful,False
03-01-07-01-01-01-10.wav,6,1,1,1,10,disgust,False
03-01-06-02-01-02-10.wav,5,2,1,2,10,fearful,True
03-01-07-01-02-02-10.wav,6,1,2,2,10,disgust,False
03-01-07-02-01-02-10.wav,6,2,1,2,10,disgust,True
03-01-07-01-01-02-10.wav,6,1,1,2,10,disgust,True
03-01-07-01-02-01-10.wav,6,1,2,1,10,disgust,True
03-01-07-02-01-01-10.wav,6,2,1,1,10,disgust,True
03-01-07-02-02-01-10.wav,6,2,2,1,10,disgust,False
03-01-06-02-02-02-10.wav,5,2,2,2,10,fearful,False
03-01-06-02-02-01-10.wav,5,2,2,1,10,fearful,True
03-01-08-02-02-02-10.wav,7,2,2,2,10,surprise,True
03-01-08-01-01-02-10.wav,7,1,1,2,10,surprise,True
03-01-07-02-02-02-10.wav,6,2,2,2,10,disgust,False
03-01-08-02-01-01-10.wav,7,2,1,1,10,surprise,True
03-01-08-01-01-01-10.wav,7,1,1,1,10,surprise,True
03-01-08-02-02-01-10.wav,7,2,2,1,10,surprise,True
03-01-08-02-01-02-10.wav,7,2,1,2,10,surprise,False
03-01-08-01-02-01-10.wav,7,1,2,1,10,surprise,True
03-01-08-01-02-02-10.wav,7,1,2,2,10,surprise,False
03-01-01-01-01-02-11.wav,0,1,1,2,11,neutral,True
03-01-01-01-01-01-11.wav,0,1,1,1,11,neutral,True
03-01-02-02-01-02-11.wav,1,2,1,2,11,calm,True
03-01-02-01-02-01-11.wav,1,1,2,1,11,calm,False
03-01-01-01-02-02-11.wav,0,1,2,2,11,neutral,True
03-01-02-01-01-02-11.wav,1,1,1,2,11,calm,True
03-01-01-01-02-01-11.wav,0,1,2,1,11,neutral,True
03-01-02-01-02-02-11.wav,1,1,2,2,11,calm,True
03-01-02-01-01-01-11.wav,1,1,1,1,11,calm,False
03-01-02-02-01-01-11.wav,1,2,1,1,11,calm,True
03-01-02-02-02-01-11.wav,1,2,2,1,11,calm,False
03-01-03-02-02-01-11.wav,2,2,2,1,11,happy,True
03-01-03-02-02-02-11.wav,2,2,2,2,11,happy,True
03-01-03-02-01-02-11.wav,2,2,1,2,11,happy,False
03-01-03-01-01-01-11.wav,2,1,1,1,11,happy,True
03-01-03-02-01-01-11.wav,2,2,1,1,11,happy,True
03-01-03-01-02-02-11.wav,2,1,2,2,11,happy,True
03-01-04-01-02-01-11.wav,3,1,2,1,11,sad,True
03-01-02-02-02-02-11.wav,1,2,2,2,11,calm,True
03-01-04-01-02-02-11.wav,3,1,2,2,11,sad,True
03-01-04-02-01-01-11.wav,3,2,1,1,11,sad,False
03-01-04-01-01-01-11.wav,3,1,1,1,11,sad,True
03-01-03-01-01-02-11.wav,2,1,1,2,11,happy,True
03-01-04-01-01-02-11.wav,3,1,1,2,11,sad,False
03-01-03-01-02-01-11.wav,2,1,2,1,11,happy,True
03-01-06-01-01-02-11.wav,5,1,1,2,11,fearful,True
03-01-06-01-01-01-11.wav,5,1,1,1,11,fearful,False
03-01-05-02-01-01-11.wav,4,2,1,1,11,angry,True
03-01-05-02-01-02-11.wav,4,2,1,2,11,angry,False
03-01-04-02-02-01-11.wav,3,2,2,1,11,sad,True
03-01-05-01-01-01-11.wav,4,1,1,1,11,angry,True
03-01-05-02-02-01-11.wav,4,2,2,1,11,angry,False
03-01-05-01-02-02-11.wav,4,1,2,2,11,angry,True
03-01-04-02-01-02-11.wav,3,2,1,2,11,sad,False
03-01-06-01-02-01-11.wav,5,1,2,1,11,fearful,True
03-01-04-02-02-02-11.wav,3,2,2,2,11,sad,True
03-01-05-01-01-02-11.wav,4,1,1,2,11,angry,True
03-01-05-02-02-02-11.wav,4,2,2,2,11,angry,True
03-01-05-01-02-01-11.wav,4,1,2,1,11,angry,False
03-01-07-02-02-01-11.wav,6,2,2,1,11,disgust,True
03-01-07-01-02-01-11.wav,6,1,2,1,11,disgust,False
03-01-07-01-02-02-11.wav,6,1,2,2,11,disgust,True
03-01-07-01-01-02-11.wav,6,1,1,2,11,disgust,True
03-01-06-02-02-01-11.wav,5,2,2,1,11,fearful,True
03-01-07-02-02-02-11.wav,6,2,2,2,11,disgust,True
03-01-07-01-01-01-11.wav,6,1,1,1,11,disgust,True
03-01-08-01-01-01-11.wav,7,1,1,1,11,surprise,True
03-01-06-02-02-02-11.wav,5,2,2,2,11,fearful,True
03-01-06-02-01-01-11.wav,5,2,1,1,11,fearful,True
03-01-07-02-01-01-11.wav,6,2,1,1,11,disgust,True
03-01-06-01-02-02-11.wav,5,1,2,2,11,fearful,True
03-01-06-02-01-02-11.wav,5,2,1,2,11,fearful,True
03-01-07-02-01-02-11.wav,6,2,1,2,11,disgust,False
03-01-08-01-01-02-11.wav,7,1,1,2,11,surprise,True
03-01-08-02-02-02-11.wav,7,2,2,2,11,surprise,True
03-01-08-02-02-01-11.wav,7,2,2,1,11,surprise,False
03-01-08-01-02-01-11.wav,7,1,2,1,11,surprise,True
03-01-08-01-02-02-11.wav,7,1,2,2,11,surprise,True
03-01-08-02-01-02-11.wav,7,2,1,2,11,surprise,False
03-01-08-02-01-01-11.wav,7,2,1,1,11,surprise,False
03-01-02-01-02-01-12.wav,1,1,2,1,12,calm,True
03-01-01-01-01-02-12.wav,0,1,1,2,12,neutral,True
03-01-01-01-02-02-12.wav,0,1,2,2,12,neutral,True
03-01-02-01-01-02-12.wav,1,1,1,2,12,calm,True
03-01-01-01-01-01-12.wav,0,1,1,1,12,neutral,True
03-01-02-01-01-01-12.wav,1,1,1,1,12,calm,True
03-01-01-01-02-01-12.wav,0,1,2,1,12,neutral,True
03-01-02-02-01-02-12.wav,1,2,1,2,12,calm,True
03-01-02-02-02-02-12.wav,1,2,2,2,12,calm,True
03-01-03-01-01-02-12.wav,2,1,1,2,12,happy,True
03-01-03-02-02-01-12.wav,2,2,2,1,12,happy,True
03-01-02-02-01-01-12.wav,1,2,1,1,12,calm,True
03-01-02-02-02-01-12.wav,1,2,2,1,12,calm,True
03-01-03-02-01-01-12.wav,2,2,1,1,12,happy,True
03-01-03-01-02-02-12.wav,2,1,2,2,12,happy,True
03-01-03-01-01-01-12.wav,2,1,1,1,12,happy,True
03-01-03-02-01-02-12.wav,2,2,1,2,12,happy,True
03-01-03-01-02-01-12.wav,2,1,2,1,12,happy,True
03-01-02-01-02-02-12.wav,1,1,2,2,12,calm,True
03-01-04-01-01-01-12.wav,3,1,1,1,12,sad,False
03-01-04-01-02-02-12.wav,3,1,2,2,12,sad,True
03-01-04-02-02-02-12.wav,3,2,2,2,12,sad,True
03-01-05-01-01-01-12.wav,4,1,1,1,12,angry,False
03-01-05-01-02-01-12.wav,4,1,2,1,12,angry,True
03-01-04-02-02-01-12.wav,3,2,2,1,12,sad,True
03-01-05-01-02-02-12.wav,4,1,2,2,12,angry,False
03-01-04-01-02-01-12.wav,3,1,2,1,12,sad,False
03-01-04-02-01-02-12.wav,3,2,1,2,12,sad,True
03-01-05-01-01-02-12.wav,4,1,1,2,12,angry,False
03-01-04-02-01-01-12.wav,3,2,1,1,12,sad,True
03-01-03-02-02-02-12.wav,2,2,2,2,12,happy,True
03-01-04-01-01-02-12.wav,3,1,1,2,12,sad,True
03-01-06-02-02-02-12.wav,5,2,2,2,12,fearful,True
03-01-05-02-02-01-12.wav,4,2,2,1,12,angry,True
03-01-06-01-01-02-12.wav,5,1,1,2,12,fearful,True
03-01-05-02-01-01-12.wav,4,2,1,1,12,angry,True
03-01-06-01-02-01-12.wav,5,1,2,1,12,fearful,True
03-01-06-02-01-02-12.wav,5,2,1,2,12,fearful,True
03-01-05-02-02-02-12.wav,4,2,2,2,12,angry,True
03-01-06-02-01-01-12.wav,5,2,1,1,12,fearful,True
03-01-05-02-01-02-12.wav,4,2,1,2,12,angry,True
03-01-06-02-02-01-12.wav,5,2,2,1,12,fearful,True
03-01-06-01-01-01-12.wav,5,1,1,1,12,fearful,False
03-01-06-01-02-02-12.wav,5,1,2,2,12,fearful,False
03-01-07-01-02-01-12.wav,6,1,2,1,12,disgust,True
03-01-07-02-02-01-12.wav,6,2,2,1,12,disgust,True
03-01-08-01-02-01-12.wav,7,1,2,1,12,surprise,True
03-01-07-02-01-01-12.wav,6,2,1,1,12,disgust,True
03-01-08-02-01-01-12.wav,7,2,1,1,12,surprise,False
03-01-07-02-01-02-12.wav,6,2,1,2,12,disgust,False
03-01-07-01-01-02-12.wav,6,1,1,2,12,disgust,True
03-01-08-01-01-01-12.wav,7,1,1,1,12,surprise,True
03-01-08-01-01-02-12.wav,7,1,1,2,12,surprise,True
03-01-07-01-01-01-12.wav,6,1,1,1,12,disgust,True
03-01-07-02-02-02-12.wav,6,2,2,2,12,disgust,True
03-01-07-01-02-02-12.wav,6,1,2,2,12,disgust,False
03-01-08-01-02-02-12.wav,7,1,2,2,12,surprise,True
03-01-08-02-01-02-12.wav,7,2,1,2,12,surprise,True
03-01-08-02-02-01-12.wav,7,2,2,1,12,surprise,True
03-01-08-02-02-02-12.wav,7,2,2,2,12,surprise,True
03-01-02-01-01-02-13.wav,1,1,1,2,13,calm,True
03-01-01-01-01-01-13.wav,0,1,1,1,13,neutral,False
03-01-01-01-02-01-13.wav,0,1,2,1,13,neutral,True
03-01-02-01-01-01-13.wav,1,1,1,1,13,calm,False
03-01-01-01-01-02-13.wav,0,1,1,2,13,neutral,True
03-01-01-01-02-02-13.wav,0,1,2,2,13,neutral,True
03-01-02-01-02-02-13.wav,1,1,2,2,13,calm,True
03-01-03-01-01-02-13.wav,2,1,1,2,13,happy,True
03-01-03-01-01-01-13.wav,2,1,1,1,13,happy,True
